,Title,Authors,Abstract,Citation,URL
76,"The Effects of Superset Configuration on Kinetic, Kinematic, and Perceived Exertion in the Barbell Bench Press.","Weakley JJS, Till K, Read DB, Phibbs PJ, Roe G, Darrall-Jones J, Jones BL.","Weakley, JJS, Till, K, Read, DB, Phibbs, PJ, Roe, G, Darrall-Jones, J, and Jones, BL. The effects of superset configuration on kinetic, kinematic, and perceived exertion in the barbell bench press. J Strength Cond Res 34(1): 65-72, 2020-Training that is efficient and effective is of great importance to an athlete. One method of improving efficiency is by incorporating supersets into resistance training routines. However, the structuring of supersets is still unexplored. Therefore, the purpose of this study was to assess the effects of agonist-antagonist (A-A), alternate peripheral (A-P), and similar biomechanical (SB) superset configurations on rate of perceived exertion (RPE), kinetic and kinematic changes during the bench press. Ten subjects performed resistance training protocols in a randomized-crossover design, with magnitude-based inferences assessing changes/differences within and between protocols. Changes in rate of perceived exertion were very likely and almost certainly greater in the A-P and SB protocols when compared with the A-A, whereas all superset protocols had very likely to almost certain reductions in mean velocity and power from baseline. Reductions in mean velocity and power were almost certainly greater in the SB protocol, with differences between the A-A and A-P protocols being unclear. Decreases in peak force were likely and almost certain in the A-A and SB protocols respectively, with changes in A-P being unclear. Differences between these protocols showed likely greater decreases in SB peak forces when compared to A-A, with all other superset comparisons being unclear. This study demonstrates the importance of exercise selection when incorporating supersets into a training routine. It is suggested that the practitioner uses A-A supersets when aiming to improve training efficiency and minimize reductions in kinetic and kinematic output of the agonist musculature while completing the barbell bench press.
",J Strength Cond Res. 2020 Jan;34(1):65-72. doi: 10.1519/JSC.0000000000002179.,https://pubmed.ncbi.nlm.nih.gov/28796130/
77,The effect of targeted resistance training on bench press performance and the alternation of prime mover muscle activation patterns.,"Stronska K, Golas A, Wilk M, Zajac A, Maszczyk A, Stastny P.","Targeted muscle strengthening might improve performance or help overcome training stagnation; therefore, the aim of the present study was to investigate changes in muscle activity patterns before and after six weeks of targeted resistance training. Twenty-seven resistance-trained men were divided into three groups according to their prime mover activity, as measured by surface electromyography during a bench press (BP). Each group underwent a six-week block of targeted exercises for one of the following muscles: anterior deltoid (AD), pectoralis major (PM) or triceps brachii (TB). ANOVA showed that each group increased their 1 repetition maximum (1RM) (p < 0.05) and the activity of the exercised muscle group during an isometric bench press (p < 0.01) and during a dynamic bench press (p < 0.01) at 85% of the 1RM. During the isometric BP, the TB training group had an increase in TB activity in comparison to the other groups. Targeted muscle training is a useful method for muscle activity increase and increasing the maximum strength in complex exercise, when applied in activity-deficient muscle groups. Strengthening the TB elicits changes in all prime movers and results in TB activity domination during a bench press.
Keywords:
        
      
      Anterior deltoid; electromyography; intervention; pectoralis major; triceps brachii.
",Sports Biomech. 2020 May 28:1-15. doi: 10.1080/14763141.2020.1752790. Online ahead of print.,https://pubmed.ncbi.nlm.nih.gov/32460639/
78,Validity and Reliability of Kinematics Measured with PUSH Band vs. Linear Encoder in Bench Press and Push-Ups.,"van den Tillaar R, Ball N.","Background:
        
      
      The aim of this study was to compare the validity and reliability of a PUSH band device with a linear encoder to measure movement velocity with different loads during the push-up and bench press exercises.
Methods:
        
      
      Twenty resistance-trained athletes performed push-up and bench press exercises with four different loads: without weight vest, 10-20-30 kg weight vest, bench press: 50-82% of their assumed 1 repetition maximum (1 RM) in steps of 10 kg. A linear encoder (Musclelab) and the PUSH band measured mean and peak velocity during both exercises. Several statistical analyses were used to investigate the validity and reliability of the PUSH band with the linear encoder.
Results:
        
      
      The main findings of this study demonstrated only moderate associations between the PUSH band and linear encoder for mean velocity (r = 0.62, 0.70) and peak velocity (r = 0.46, 0.49) for both exercises. Furthermore, a good level of agreement (peak velocity: ICC = 0.60, 0.64; mean velocity: ICC = 0.77, 0.78) was observed between the two measurement devices. However, a significant bias was found with lower velocity values measured with the PUSH band in both exercises. In the push-up, both the linear encoder and PUSH band were deemed very reliable (ICC > 0.98; the coefficient of variation (CV): 5.9-7.3%). Bench press reliability decreased for the PUSH band (ICC < 0.95), and the coefficient of variance increased to (12.8-13.3%) for the velocity measures. Calculated 1 RM with the two devices was the same for the push-up, while in bench press the PUSH band under-estimated the 1 RM by 14 kg compared to the linear encoder.
Conclusions:
        
      
      It was concluded that the PUSH band will show decreased reliability from velocity measures in a bench press exercise and underestimate load-velocity based 1 RM predictions. For training, the PUSH band can be used during push-ups, however caution is suggested when using the device for the purposes of feedback in bench press at increasing loads.
Keywords:
        
      
      1 RM; mean velocity; peak velocity; resistance training; strength.
",Sports (Basel). 2019 Sep 10;7(9):207. doi: 10.3390/sports7090207.,https://pubmed.ncbi.nlm.nih.gov/31509960/
79,Effects of an active warm-up on variation in bench press and back squat (upper and lower body measures).,"Pullinger S, Robertson CM, Oakley AJ, Hobbs R, Hughes M, Burniston JG, Edwards BJ.","The present study investigated the magnitude of diurnal variation in back squat and bench press using the MuscleLab linear encoder over three different loads and assessed the benefit of an active warm-up to establish whether diurnal variation could be negated. Ten resistance-trained males underwent (mean ± SD: age 21.0 ± 1.3 years, height 1.77 ± 0.06 m, and body mass 82.8 ± 14.9 kg) three sessions. These included control morning (M, 07:30 h) and evening (E, 17:30 h) sessions (5-min standardized warm-up at 150 W, on a cycle ergometer), and one further session consisting of an extended active warm-up morning trial (ME, 07:30 h) until rectal temperature (Trec) reached previously recorded resting evening levels (at 150 W, on a cycle ergometer). All sessions included handgrip, followed by a defined program of bench press (at 20, 40, and 60 kg) and back squat (at 30, 50, and 70 kg) exercises. A linear encoder was attached to an Olympic bar used for the exercises and average force (AF), peak velocity (PV), and time to peak velocity (tPV) were measured (MuscleLab software; MuscleLab Technology, Langesund, Norway) during the concentric phase of the movements. Values for Trec were higher in the E session compared to values in the M session (Δ0.53 °C, P < 0.0005). Following the extended active warm-up in the morning (ME), Trec and Tm values were no different to the E values (P < 0.05). Values for Tm were lower in the M compared to the E condition throughout (P < 0.05). There were time-of-day effects for hand grip with higher values of 6.49% for left (P = 0.05) and 4.61% for right hand (P = 0.002) in the E compared to the M. Daily variations were apparent for both bench press and back squat performance for AF (3.28% and 2.63%), PV (13.64% and 11.50%), and tPV (-16.97% and -14.12%, where a negative number indicates a decrease in the variable from morning to evening). There was a main effect for load (P < 0.0005) such that AF and PV values were larger at higher masses on the bar than lower ones and tPV was smaller at lower masses on the bar than at higher masses for both bench press and back squat. We established that increasing Trec in the M-E values did not result in an increase of any measures related to bench press and back squat performance (P > 0.05) to increase from M to E levels. Therefore, MuscleLab linear encoder could detect meaningful differences between the morning and evening for all variables. However, the diurnal variation in bench press and back squat (measures of lower and upper body force and power output) is not explained by time-of-day oscillations in Trec.
Keywords:
        
      
      Time of day; core temperature; lower body; strength; upper body.
",Chronobiol Int. 2019 Mar;36(3):392-406. doi: 10.1080/07420528.2018.1552596. Epub 2018 Dec 26.,https://pubmed.ncbi.nlm.nih.gov/30585502/
80,Acute Effects of Continuous and Intermittent Blood Flow Restriction on Movement Velocity During Bench Press Exercise Against Different Loads.,"Wilk M, Gepfert M, Krzysztofik M, Stastny P, Zajac A, Bogdanis GC.","This study evaluated the effects of continuous and intermittent blood flow restriction (BFR) with 70% of full arterial occlusion pressure on bar velocity during the bench press exercise against a wide range of resistive loads. Eleven strength-trained males (age: 23.5 ± 1.4 years; resistance training experience: 2.8 ± 0.8 years, maximal bench press strength - 1RM = 101.8 ± 13.9 kg; body mass = 79.8 ± 10.4 kg), performed three different testing protocols in random and counterbalanced order: without BFR (NO-BFR); intermittent BFR (I-BFR) and continuous BFR (C-BFR). During each experimental session, subjects performed eight sets of two repetitions each, with increasing loads from 20 to 90% 1RM (10% steps), and 3 min rest between each set. In the C-BFR condition occlusion was kept throughout the trial, while in the I-BFR, occlusion was released during each 3 min rest interval. Peak bar velocity (PV) during the bench press exercise was higher by 12-17% in both I-BFR and C-BFR compared with NO-BFR only at the loads of 20, 30, 40, and 50% 1RM (p < 0.001), while performance at higher loads remained unchanged. Mean bar velocity (MV) was unaffected by occlusion (p = 0.342). These results indicate that BFR during bench press exercise increases PV and this may be used as an enhanced stimulus during explosive resistance training. At higher workloads, bench press performance was not negatively affected by BFR, indicating that the benefits of exercise under occlusion can be obtained while explosive performance is not impaired.
Keywords:
        
      
      cuff; occlusion; peak velocity; performance; resistance exercise.
",Front Physiol. 2020 Nov 27;11:569915. doi: 10.3389/fphys.2020.569915. eCollection 2020.,https://pubmed.ncbi.nlm.nih.gov/33329020/
81,Muscle synergies during bench press are reliable across days.,"Kristiansen M, Samani A, Madeleine P, Hansen EA.","Muscle synergies have been investigated during different types of human movement using nonnegative matrix factorization. However, there are not any reports available on the reliability of the method. To evaluate between-day reliability, 21 subjects performed bench press, in two test sessions separated by approximately 7days. The movement consisted of 3 sets of 8 repetitions at 60% of the three repetition maximum in bench press. Muscle synergies were extracted from electromyography data of 13 muscles, using nonnegative matrix factorization. To evaluate between-day reliability, we performed a cross-correlation analysis and a cross-validation analysis, in which the synergy components extracted in the first test session were recomputed, using the fixed synergy components from the second test session. Two muscle synergies accounted for >90% of the total variance, and reflected the concentric and eccentric phase, respectively. The cross-correlation values were strong to very strong (r-values between 0.58 and 0.89), while the cross-validation values ranged from substantial to almost perfect (ICC3, 1 values between 0.70 and 0.95). The present findings revealed that the same general structure of the muscle synergies was present across days and the extraction of muscle synergies is thus deemed reliable.
Keywords:
        
      
      Bilateral arm movement; Motor modules; Muscle coordination; Neural adaptations; Repeatability; Strength training.
",J Electromyogr Kinesiol. 2016 Oct;30:81-8. doi: 10.1016/j.jelekin.2016.06.004. Epub 2016 Jun 11.,https://pubmed.ncbi.nlm.nih.gov/27323305/
82,Bench press and push-up at comparable levels of muscle activity results in similar strength gains.,"Calatayud J, Borreani S, Colado JC, Martin F, Tella V, Andersen LL.","Electromyography (EMG) exercise evaluation is commonly used to measure the intensity of muscle contraction. Although researchers assume that biomechanically comparable resistance exercises with similar high EMG levels will produce similar strength gains over the long term, no studies have actually corroborated this hypothesis. This study evaluated EMG levels during 6 repetition maximum (6RM) bench press and push-up, and subsequently performed a 5-week training period where subjects were randomly divided into 3 groups (i.e., 6RM bench press group, 6RM elastic band push-up group, or control group) to evaluate muscle strength gains. Thirty university students with advanced resistance training experience participated in the 2-part study. During the training period, exercises were performed using the same loads and variables that were used during the EMG data collection. At baseline, EMG amplitude showed no significant difference between 6RM bench press and band push-up. Significant differences among the groups were found for percent change (Δ) between pretest and posttest for 6RM (p = 0.017) and for 1 repetition maximum (1RM) (p < 0.001). Six repetition maximum bench press group and 6RM elastic band push-up group improved their 1RM and 6RM (Δ ranging from 13.65 to 22.21) tests significantly with similar gains, whereas control group remains unchanged. Thus, when the EMG values are comparable and the same conditions are reproduced, the aforementioned exercises can provide similar muscle strength gains.
",J Strength Cond Res. 2015 Jan;29(1):246-53. doi: 10.1519/JSC.0000000000000589.,https://pubmed.ncbi.nlm.nih.gov/24983847/
83,Caffeine ingestion acutely enhances muscular strength and power but not muscular endurance in resistance-trained men.,"Grgic J, Mikulic P.","The goal of this randomized, double-blind, cross-over study was to assess the acute effects of caffeine ingestion on muscular strength and power, muscular endurance, rate of perceived exertion (RPE), and pain perception (PP) in resistance-trained men. Seventeen volunteers (mean ± SD: age = 26 ± 6 years, stature = 182 ± 9 cm, body mass = 84 ± 9 kg, resistance training experience = 7 ± 3 years) consumed placebo or 6 mg kg-1 of anhydrous caffeine 1 h before testing. Muscular power was assessed with seated medicine ball throw and vertical jump exercises, muscular strength with one-repetition maximum (1RM) barbell back squat and bench press exercises, and muscular endurance with repetitions of back squat and bench press exercises (load corresponding to 60% of 1RM) to momentary muscular failure. RPE and PP were assessed immediately after the completion of the back squat and bench press exercises. Compared to placebo, caffeine intake enhanced 1RM back squat performance (+2.8%; effect size [ES] = 0.19; p = .016), which was accompanied by a reduced RPE (+7%; ES = 0.53; p = .037), and seated medicine ball throw performance (+4.3%, ES = 0.32; p = .009). Improvements in 1RM bench press were not noted although there were significant (p = .029) decreases in PP related to this exercise when participants ingested caffeine. The results point to an acute benefit of caffeine intake in enhancing lower-body strength, likely due to a decrease in RPE; upper-, but not lower-body power; and no effects on muscular endurance, in resistance-trained men. Individuals competing in events in which strength and power are important performance-related factors may consider taking 6 mg kg-1 of caffeine pre-training/competition for performance enhancement.
Keywords:
        
      
      Fatigue; metabolism; nutrition; performance.
",Eur J Sport Sci. 2017 Sep;17(8):1029-1036. doi: 10.1080/17461391.2017.1330362. Epub 2017 May 24.,https://pubmed.ncbi.nlm.nih.gov/28537195/
84,The effects of resistance training experience on movement characteristics in the bench press exercise.,"Maszczyk A, Wilk M, Krzysztofik M, Gepfert M, Zając A, Petr M, Stastny P.","The main aim of this study was to determine whether the level of experience in strength training has a significant effect on differences in the value of exercise volume determined on time under tension (TUT) and number of repetition (REP) for a specific movement tempo. The study examined 68 men divided into groups of beginners and advanced strength trained athletes. The participants performed 5 sets of bench press (BP) at 70% 1RM using either a REG, MED or SLOW metronome guided cadence. Each set was performed to failure and with 3 min of rest between sets. Significant differences in TUT were found between the groups of beginners and advanced athletes for the slow (SLO) 6/0/4/0 tempo in set 1 (p = 0.01) and set 2 (p = 0.04), and for the regular (REG) 2/0/2/0 tempo in set 5 (p = 0.01). Significant differences were documented for total TUT between the beginners and advanced athletes for the SLO 6/0/4/0 tempo (p = 0.04). The results of ANOVA revealed significant differences in the number of repetitions between groups for the SLO 6/0/4/0 tempo in set 4 (p = 0.04) and set 5 (p = 0.04), and for the REG 2/0/2/0 tempo in set 5 (p = 0.01). The main finding of this study is that strength training experience has a significant effect on training volume, both in terms of TUT and REP at a specific constant movement tempo. Significant differences do not occur for each value of the tempo used.
Keywords:
        
      
      Bench press; Resistance training; Tempo.
",Biol Sport. 2020 Mar;37(1):79-83. doi: 10.5114/biolsport.2019.83008. Epub 2020 Jan 25.,https://pubmed.ncbi.nlm.nih.gov/32205913/
85,Test-Retest Reliability of a Commercial Linear Position Transducer (GymAware PowerTool) to Measure Velocity and Power in the Back Squat and Bench Press.,"Orange ST, Metcalfe JW, Marshall P, Vince RV, Madden LA, Liefeith A.","Orange, ST, Metcalfe, JW, Marshall, P, Vince, RV, Madden, LA, and Liefeith, A. Test-retest reliability of a commercial linear position transducer (GymAware PowerTool) to measure velocity and power in the back squat and bench press. J Strength Cond Res 34(3): 728-737, 2020-This study examined the test-retest reliability of the GymAware PowerTool (GYM) to measure velocity and power in the free-weight back squat and bench press. Twenty-nine academy rugby league players (age: 17.6 ± 1.0 years; body mass: 87.3 ± 20.8 kg) completed 2 test-retest sessions for the back squat followed by 2 test-retest sessions for the bench press. GYM measured mean velocity (MV), peak velocity (PV), mean power (MP), and peak power at 20, 40, 60, 80, and 90% of 1 repetition maximum (1RM). GYM showed good reliability (intraclass correlation coefficient [ICC] and standard error of measurement percentage, respectively) for the measurement of MV at loads of 40 (0.77, 3.9%), 60 (0.83, 4.8%), 80 (0.83, 5.8%), and 90% (0.79, 7.9%) of 1RM in the back squat. In the bench press, good reliability was evident for PV at 40 (0.82, 3.9%), 60 (0.81, 5.1%), and 80% (0.77, 8.4%) of 1RM, and for MV at 80 (0.78, 7.9%) and 90% (0.87, 9.9%) of 1RM. The measurement of MP showed good to excellent levels of reliability across all relative loads (ICC ≥0.75). In conclusion, GYM provides practitioners with reliable kinematic information in the back squat and bench press, at least with loads of 40-90% of 1RM. This suggests that strength and conditioning coaches can use the velocity data to regulate training load according to daily readiness and target specific components of the force-velocity curve. However, caution should be taken when measuring movement velocity at loads <40% of 1RM.
",J Strength Cond Res. 2020 Mar;34(3):728-737. doi: 10.1519/JSC.0000000000002715.,https://pubmed.ncbi.nlm.nih.gov/29952868/
86,Kinematics and kinetics of the bench-press and bench-pull exercises in a strength-trained sporting population.,"Pearson SN, Cronin JB, Hume PA, Slyfield D.","Understanding how loading affects power production in resistance training is a key step in identifying the most optimal way of training muscular power - an essential trait in most sporting movements. Twelve elite male sailors with extensive strength-training experience participated in a comparison of kinematics and kinetics from the upper body musculature, with upper body push (bench press) and pull (bench pull) movements performed across loads of 10-100% of one repetition maximum (1RM). 1RM strength and force were shown to be greater in the bench press, while velocity and power outputs were greater for the bench pull across the range of loads. While power output was at a similar level for the two movements at a low load (10% 1RM), significantly greater power outputs were observed for the bench pull in comparison to the bench press with increased load. Power output (Pmax) was maximized at higher relative loads for both mean and peak power in the bench pull (78.6 +/- 5.7% and 70.4 +/- 5.4% of 1RM) compared to the bench press (53.3 +/- 1.7% and 49.7 +/- 4.4% of 1RM). Findings can most likely be attributed to differences in muscle architecture, which may have training implications for these muscles.
",Sports Biomech. 2009 Sep;8(3):245-54. doi: 10.1080/14763140903229484.,https://pubmed.ncbi.nlm.nih.gov/19891202/
87,Bench press training program with attached chains for female volleyball and basketball athletes.,"Burnham TR, Ruud JD, McGowan R.","Attaching chains to barbells to increase strength and power has become popular for athletes; however, little scientific evidence supports this practice. The present purpose was to compare chain training to traditional training for the bench press. Women collegiate athletes in volleyball and basketball (N = 19) participated in a 16-session bench press program. They were matched into either a Traditional or a Chain training group by 1-repetition maximum (1RM). The Traditional group performed the bench press with conventional equipment, while the Chain group trained with attached chains (5% of weight). Analysis showed a significant increase in 1RM for both groups over 16 sessions, Traditional +11.8% and Chain +17.4%. The difference between the groups was not statistically significant, but suggests the women who trained with attached chains improved their bench press more than the Traditional group.
",Percept Mot Skills. 2010 Feb;110(1):61-8. doi: 10.2466/PMS.110.1.61-68.,https://pubmed.ncbi.nlm.nih.gov/20391870/
88,Loading Range for the Development of Peak Power in the Close-Grip Bench Press versus the Traditional Bench Press.,"Lockie RG, Callaghan SJ, Orjalo AJ, Moreno MR.","The close-grip bench press (CGBP) is a variation of the traditional bench press (TBP) that uses a narrower grip (~95% biacromial distance) and has application for athletes performing explosive arm actions where the hands are positioned close to the torso. Limited research has investigated CGBP peak power. Twenty-six strength-trained individuals completed a one-repetition maximum TBP and CGBP. During two other sessions, subjects completed two repetitions as explosively as possible with loads from 20% to 90% for each exercise, with peak power measured by a linear position transducer. A factorial ANOVA calculated between- and within-exercise differences in peak power. Partial correlations controlling for sex determined relationships between absolute and relative strength and peak power load. Peak power for the TBP occurred at 50% 1RM, and 30% 1RM for the CGBP. There were no significant (p = 0.680) differences between peak power at each load when comparing the TBP and CGBP. For the within-exercise analysis, there were generally no significant differences in TBP and CGBP peak power for the 20⁻50% 1RM loads. There were no significant relationships between strength and peak power load (p = 0.100⁻0.587). A peak power loading range of 20⁻50% 1RM for the TBP and CGBP is suggested for strength-trained individuals.
Keywords:
        
      
      bar mechanics; grip width; linear position transducer; maximal power; optimal load; power profile; upper-body strength.
",Sports (Basel). 2018 Sep 15;6(3):97. doi: 10.3390/sports6030097.,https://pubmed.ncbi.nlm.nih.gov/30223573/
89,Evaluation and comparison of electromyographic activity in bench press with feet on the ground and active hip flexion.,"Muyor JM, Rodríguez-Ridao D, Martín-Fuentes I, Antequera-Vique JA.","The present study aimed to evaluate and compare the levels of electromyographic activation in the pectoralis major, anterior deltoid, triceps brachii, forearm, rectus abdominis, external oblique, and rectus femoris muscles during a horizontal bench press in two situations: 1) with the feet on the ground; and 2) with active hip flexion and 90° of knee flexion. Twenty young men were familiarized with the procedure and the calculation of one-rep max (1RM). In a second session, electromyographic activity values were recorded in both bench press situations (with the feet on the ground vs active hip flexion and knees at 90°) at 60% 1RM. Performing the bench press with the hips and knees flexed produced significantly greater muscle activation of all elevated muscles (p < 0.01; d > 0.5). The pectoralis major showed the greatest activation, followed by the anterior deltoid and the triceps brachii. In addition, the greater activation of the abdominal muscles occurs due to the need to stabilize the core while performing the bench press with hip and knee flexion as well as the lumbar spine due to traction of the hip flexors.
",PLoS One. 2019 Jun 14;14(6):e0218209. doi: 10.1371/journal.pone.0218209. eCollection 2019.,https://pubmed.ncbi.nlm.nih.gov/31199829/
90,Validity and Test-Retest Reliability of the 1080 Quantum System for Bench Press Exercise.,"Boehringer S, Whyte DG.","Boehringer, S and Whyte, DG. Validity and test-retest reliability of the 1080 Quantum System for bench press exercise. J Strength Cond Res 33(12): 3242-3251, 2019-This study assessed the validity and reliability of the 1080 Quantum (1080Q) during the bench press exercise. Twenty-seven resistance-trained men (28 ± 4 years; body mass 88.9 ± 12.8 kg; 1 repetition maximum [1RM] bench press 94.8 ± 10.7 kg) completed 2 test-retest sessions, separated by 1 week. In each session, subjects performed single repetitions at 30, 40, 50, 60, 70, and 80% of their bench press 1RM. Mean velocity (Vmean), peak velocity (Vpeak), mean force (Fmean), peak force (Fpeak), mean power (Pmean), and peak power (Ppeak) were simultaneously assessed using the 1080Q Synchro and a linear position transducer (GymAware; Kinetic Performance Technology, Canberra, Australia). The overall performance of the 1080Q was both valid (r = 0.94-1.00) and reliable (coefficient of variation [CV] = 1.7-8.0%, intraclass correlation coefficient [ICC] = 0.90-1.00) for all measures, although both fixed and systematic biases were present. When assessed at each of the relative loads, the 1080Q remained valid for all measures apart from Fmean at 30% 1RM (r = 0.78) and Fpeak at 70 (r = 0.81) and 80% (r = 0.57) 1RM. The 1080Q also demonstrated excellent reliability at all relative loads apart from the heaviest, where Vmean (CV = 11.0%, ICC = 0.69), Pmean (CV = 11.4%, ICC = 0.65), and Ppeak (CV = 10.2%, ICC = 0.79) reliability was reduced. These data indicate that athletes and strength and conditioning coaches can confidently use the 1080Q to monitor training progression; however, caution should be taken when assessing performance measures at the either end of the load spectrum.
",J Strength Cond Res. 2019 Dec;33(12):3242-3251. doi: 10.1519/JSC.0000000000003184.,https://pubmed.ncbi.nlm.nih.gov/31136548/
91,Acute Caffeine Intake Enhances Mean Power Output and Bar Velocity during the Bench Press Throw in Athletes Habituated to Caffeine.,"Wilk M, Filip A, Krzysztofik M, Gepfert M, Zajac A, Del Coso J.","Background:
        
      
      The main objective of the current investigation was to evaluate the effects of caffeine on power output and bar velocity during an explosive bench press throw in athletes habituated to caffeine.
Methods:
        
      
      Twelve resistance trained individuals habituated to caffeine ingestion participated in a randomized double-blind experimental design. Each participant performed three identical experimental sessions 60 min after the intake of a placebo, 3, and 6 mg/kg/b.m. of caffeine. In each experimental session, the participants performed 5 sets of 2 repetitions of the bench press throw (with a load equivalent to 30% repetition maximum (RM), measured in a familiarization trial) on a Smith machine, while bar velocity and power output were registered with a rotatory encoder.
Results:
        
      
      In comparison to the placebo, the intake of caffeine increased mean bar velocity during 5 sets of the bench press throw (1.37 ± 0.05 vs. 1.41 ± 0.05 and 1.41 ± 0.06 m/s for placebo, 3, and 6 mg/kg/b.m., respectively; p < 0.01), as well as mean power output (545 ± 117 vs. 562 ± 118 and 560 ± 107 W; p < 0.01). However, caffeine was not effective at increasing peak velocity (p = 0.09) nor peak power output (p = 0.07) during the explosive exercise.
Conclusion:
        
      
      The acute doses of caffeine before resistance exercise may increase mean power output and mean bar velocity during the bench press throw training session in a group of habitual caffeine users. Thus, caffeine prior to ballistic exercises enhances performance during a power-specific resistance training session.
Keywords:
        
      
      ballistic exercise; ergogenic substances; resistance exercise; sport performance; upper limbs.
",Nutrients. 2020 Feb 4;12(2):406. doi: 10.3390/nu12020406.,https://pubmed.ncbi.nlm.nih.gov/32033103/
92,Analyses of physiological wrist tremor with increased muscle activity during bench press exercise.,"Son H, Kim J, Hong G, Park W, Yoon S, Lim K, Park J.","Purpose:
        
      
      To date, there have been no studies on the response of wrist tremor to increased muscle activity during exercise. This study aimed to evaluate the wrist tremor response with increasing muscle activity during bench press exercise.
Methods:
        
      
      Triceps muscle activity and wrist tremor response were measured by electromyography and an accelerometer, respectively, during bench press exercise in 11 healthy men without weight-training experience. Subjects performed bench press at 30% repetition maximum (RM), and the rating of perceived exertion (RPE) and lactate concentration were measured before and after exercise. One week later, an equivalent number of bench presses at 30% RM was performed without weight load as a control trial (CT).
Results:
        
      
      RPEs and lactate concentrations significantly increased after resistance exercise (30% RM) from 7.4 to 14.3 and 1.7 to 4.9, respectively (P<.01), but no such difference was observed in the CT. Muscle activity linearly increased during the 30% RM exercise, and wrist tremors were shown to linearly decrease. A strong negative correlation was observed between the two variables (r=-0.88, P<.001).
Conclusion:
        
      
      We found that wrist tremors during resistance exercise, as measured using an accelerometer, can be used to predict muscle activity.
Keywords:
        
      
      tremor.
",J Exerc Nutrition Biochem. 2019 Mar 31;23(1):1-6. doi: 10.20463/jenb.2019.0001.,https://pubmed.ncbi.nlm.nih.gov/31010268/
93,Muscular activity patterns of female and male athletes during the flat bench press.,"Gołaś A, Maszczyk A, Pietraszewski P, Wilk M, Stastny P, Strońska K, Studencki M, Zając A.","The bench press (BP) is a complex upper body exercise in which substantial external loads can be used, demanding high neuromuscular activity. The aim of this study was to compare electromyographic (EMG) activity between female and male athletes during the flat bench press. Five male and five female athletes participated in this study. The main session included four sets of one repetition of the flat bench press with the load of 55, 70, 85 and 100% of the one-repetition maximum (1RM). The activity of four muscles was analysed: the pectoralis major (PM), the anterior deltoid (AD), the lateral head of the triceps brachii (TBlat) and the long head of the triceps brachii (TBlong). The main finding of the study was that the muscle activity pattern differed between women and men during the bench press depending on the external load. The non-parametric Kruskal-Wallis ANOVA for males showed differences between the TLpeak values recorded for different loads (55%-100% 1RM) during the bench press (chi-square = 15.3, p = 0.009) and ADpeak (chi-square = 19.5, p = 0.001). The non-parametric Kruskal-Wallis ANOVA for females showed differences between the ADpeak values recorded for different loads (55%-100% 1RM) during the bench press (chi-square = 12.1, p = 0.018).
Keywords:
        
      
      Bench press; EMG; Resistance exercise; Testing.
",Biol Sport. 2018 Jun;35(2):175-179. doi: 10.5114/biolsport.2018.74193. Epub 2018 Jan 30.,https://pubmed.ncbi.nlm.nih.gov/30455546/
94,Validity and reliability of Gyko Sport for the measurement of barbell velocity on the bench-press exercise.,"Arede J, Figueira B, Gonzalo-Skok O, Leite N.","Background:
        
      
      The aim of this study was to examine the validity and reliability of the novel inertial measurement unit (named: Gyko Sport) for the measurement of barbell concentric velocity on the bench-press exercise.
Methods:
        
      
      Ten under-16 (U16) basketball players performed 2 repetitions of the bench press exercise with 6 different loads (40, 50, 60, 70, 80 and 90% of one repetition maximum [1-RM]; N.=120 repetitions). Mean velocity for each repetition was simultaneously recorded using the Gyko Sport and SmartCoach linear transducer.
Results:
        
      
      Results showed a very large correlation between the SmartCoach and Gyko Sport (r=0.79; standard error of estimate [SEE]=0.18 m/s). Furthermore, there was a very high agreement between both devices for the measurement of the mean velocity (intraclass correlation coefficient [ICC]=0.774; Cronbach's alpha [α]=0.872; Bland-Altman Plots [R2]=0.070). The Gyko Sport registered similar, but slightly higher values than the SmartCoach (P=0.103; mean difference 0.075±0.05 m/s).
Conclusions:
        
      
      The results support the use of the Gyko Sport as an affordable, portable, and suitable wearable device to measure mean velocity on bench press exercise.
",J Sports Med Phys Fitness. 2019 Oct;59(10):1651-1658. doi: 10.23736/S0022-4707.19.09770-6. Epub 2019 Jun 19.,https://pubmed.ncbi.nlm.nih.gov/31219253/
